87,713,802,2
88,707,773,2
90,719,860,2
91,742,832,2
92,700,819,2
94,722,782,2
100,756,826,2
108,1056,969,2
123,1076,754,2
126,1086,723,2
127,1094,758,2
128,1088,744,2
129,1082,685,2
130,1130,723,2
131,1116,778,2
133,1090,834,2
134,1109,788,2
136,1080,798,2
137,1049,825,2
138,1011,822,2
139,979,814,2
141,941,728,2
142,962,680,2
143,924,716,2
144,930,748,2
145,930,759,2
146,871,799,2
147,877,744,2
148,903,700,2
149,835,720,2
150,821,700,2
151,855,636,2
154,776,747,2
155,780,691,2
156,719,717,2
158,756,679,2
159,768,652,2
160,760,630,2
161,732,683,2
162,733,699,2
163,708,687,2
164,714,722,2
165,734,746,2
166,1054,970,2
171,861,643,2
176,984,621,2
180,1089,629,2
182,1065,670,2
183,1089,651,2
184,1052,620,2
185,1062,559,2
186,1095,601,2
187,1084,636,2
188,1056,640,2
190,1001,596,2
191,1015,541,2
192,972,593,2
194,1022,652,2
195,1023,684,2
196,1078,687,2
197,1062,728,2
198,1032,772,2
199,908,763,2
201,887,702,2
203,950,652,2
204,946,659,2
205,960,620,2
206,967,576,2
207,924,552,2
208,928,491,2
209,916,548,2
211,849,584,2
212,845,618,2
213,804,620,2
214,799,563,2
215,758,615,2
216,756,596,2
219,765,582,2
221,778,623,2
227,1054,970,2
231,1038,550,2
233,1066,519,2
234,1023,482,2
235,1045,503,2
236,1021,541,2
237,998,516,2
238,957,494,2
239,972,444,2
240,916,412,2
241,883,438,2
242,847,470,2
243,832,506,2
246,1054,970,2
247,796,454,2
248,795,470,2
249,791,518,2
252,885,492,2
255,972,468,2
257,1005,453,2
258,1010,451,2
259,991,433,2
260,998,384,2
261,988,444,2
262,952,408,2
263,950,351,2
264,919,372,2
265,883,361,2
266,896,405,2
268,827,391,2
275,1004,376,2
276,972,378,2
277,975,343,2
278,973,291,2
279,943,314,2
280,917,325,2
283,837,325,2
285,1054,970,2
290,970,345,2
292,965,285,2
293,940,235,2
294,917,249,2
300,939,233,2
7,917,957,3
11,800,1062,3
18,800,1062,3
23,1210,892,3
24,1196,932,3
25,1188,960,3
27,1126,974,3
28,1158,1026,3
29,798,1062,3
30,1092,996,3
32,1012,946,3
33,980,979,3
34,937,948,3
36,883,892,3
37,878,831,3
38,831,883,3
40,857,987,3
41,817,1002,3
42,800,1060,3
43,780,1068,3
45,764,991,3
46,735,928,3
47,728,885,3
48,800,1062,3
50,712,852,3
51,716,830,3
60,797,820,3
64,905,820,3
66,800,1062,3
67,1091,996,3
71,1083,854,3
77,1136,854,3
78,1154,830,3
79,1161,780,3
80,1142,760,3
82,1141,833,3
83,1098,876,3
84,1138,905,3
85,1116,891,3
86,1131,865,3
88,1133,793,3
89,1087,831,3
90,1083,886,3
92,1024,856,3
93,1041,826,3
94,998,818,3
95,975,804,3
97,947,866,3
98,924,819,3
99,919,886,3
100,943,863,3
101,887,830,3
102,880,826,3
103,851,828,3
104,823,853,3
105,812,857,3
106,751,827,3
109,741,726,3
110,743,666,3
111,729,709,3
112,746,742,3
113,747,780,3
114,734,802,3
115,742,809,3
116,721,776,3
118,786,736,3
119,768,680,3
120,796,643,3
122,798,1062,3
123,800,1062,3
126,897,704,3
138,1071,783,3
141,800,1062,3
142,798,1062,3
146,1132,786,3
148,1088,698,3
150,1102,708,3
151,1100,641,3
152,1063,667,3
153,1060,717,3
154,1103,760,3
156,1092,743,3
157,1026,760,3
158,1061,701,3
159,1037,667,3
160,800,1062,3
161,995,710,3
162,975,729,3
163,943,722,3
164,921,764,3
165,896,788,3
166,847,795,3
168,838,729,3
169,852,676,3
171,860,651,3
172,809,676,3
174,792,620,3
176,821,616,3
178,800,1062,3
179,1092,998,3
188,958,628,3
194,1061,643,3
197,798,1062,3
201,1006,706,3
202,1045,701,3
212,1088,629,3
213,1081,632,3
214,1056,574,3
215,1056,630,3
216,1014,610,3
217,994,575,3
218,970,541,3
221,896,635,3
223,847,608,3
224,855,554,3
226,842,535,3
234,798,1062,3
235,800,1062,3
240,1053,430,3
241,1045,451,3
242,1074,484,3
244,1015,500,3
245,994,488,3
246,966,451,3
247,975,450,3
248,963,466,3
249,920,514,3
251,866,500,3
252,850,479,3
253,861,442,3
254,822,431,3
255,800,1062,3
262,1023,421,3
263,1043,373,3
264,1028,386,3
265,1024,370,3
268,964,381,3
270,892,438,3
271,857,424,3
272,843,385,3
273,800,1062,3
274,800,1062,3
283,961,308,3
284,925,332,3
285,887,344,3
286,899,294,3
292,800,1062,3
293,986,237,3
295,956,238,3
296,937,278,3
297,907,238,3
299,993,575,3
300,906,235,3
